Altium Designer Pick and Place Locations
C:\Repo\superlongboard-ext\Project Outputs for Longboard_32bit_ext\Longboard_32bit_ext_GERBERS_B8\Pick Place\Longboard_32bit_ext_CAM_B8_FULL_PLACE.txt

========================================================================================================================
File Design Information:

Date:       08-04-24
Time:       09:55
Revision:   cb85c39abfa762ddce52b153b08f97281b9a1709
Variant:    FULL_PLACE
Units used: mil

Designator Comment                     Layer       Footprint                          Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                          
L3         "22 uH"                     TopLayer    INDPM7366X300N                     5487.205      802.165       0        "3A 22uH ±20% 130mO SMD,7.1x6.6x3mm Power Inductors ROHS"                                                                            
D19        SS54                        TopLayer    SMA(DO-214AC)_S1                   5241.929      867.126       270      "40V 5A 550mV@5A"                                                                                                                    
C19        8.2nF                       TopLayer    0603_C                             5383.858      1259.842      180      "50V 8.2nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C18        8.2nF                       TopLayer    0603_C                             5575.197      1259.842      180      "50V 8.2nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C17        10pF                        TopLayer    0603_C                             5275.787      1117.126      90       "Chip capacitors"                                                                                                                    
C16        10nF                        TopLayer    0603_C                             5590.551      979.331       0        "50V 10nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C15        10uF                        TopLayer    1206_C                             5664.370      1112.205      270      "50V 10uF X5R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C14        10uF                        TopLayer    1206_C                             5290.354      506.890       0        "50V 10uF X5R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C13        22uF                        TopLayer    0805_C                             5466.732      506.890       180      "25V 22uF X5R ±20% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C12        10uF                        TopLayer    1206_C                             5290.354      610.236       0        "50V 10uF X5R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C11        10uF                        TopLayer    1206_C                             5482.284      610.236       180      "50V 10uF X5R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C10        100nF                       TopLayer    0603_C                             5462.598      979.331       180      "50V 100nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C3_MC2     100nF                       TopLayer    0402_C                             1343.504      3474.410      180      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C3_MC1     100nF                       TopLayer    0402_C                             1343.504      3292.323      180      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C3_CY      100nF                       TopLayer    0402_C                             1343.504      3656.496      180      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
U15        EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        7454.311      1212.222      270      "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U13        SN75176BDR                  TopLayer    SOIC-8_150mil                      7460.630      708.661       270      RS-485/RS-422                                                                                                                        
U7         EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        2892.965      1635.570      90       "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U5         EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        5820.092      621.378       270      "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U3         SN74LVC2G17DBVR             TopLayer    DBV0006A_N                         7072.782      1071.419      270      "Dual Schmitt-Trigger Buffer, DBV0006A, LARGE T&R"                                                                                   
R82        "10KO ±1%"                  TopLayer    0603_R                             5570.866      1407.480      180      "Chip resistor"                                                                                                                      
R53        "2KO ±1%"                   TopLayer    0603_R                             7306.834      1441.891      0        "Chip resistor"                                                                                                                      
R52        "2KO ±1%"                   TopLayer    0603_R                             7440.945      556.102       180      "Chip resistor"                                                                                                                      
R51        "220O ±1%"                  TopLayer    0402_R                             7214.351      1130.407      180      "Chip resistor"                                                                                                                      
R49        "130O ±1%"                  TopLayer    0603_R                             7855.707      498.346       270      "Chip resistor"                                                                                                                      
R48        "560O ±1%"                  TopLayer    0603_R                             7855.707      626.299       90       "Chip resistor"                                                                                                                      
R47        "2KO ±1%"                   TopLayer    0603_R                             7650.342      919.054       0        "Chip resistor"                                                                                                                      
R46        "560O ±1%"                  TopLayer    0603_R                             7855.707      370.788       90       "Chip resistor"                                                                                                                      
R45        "200O ±1%"                  TopLayer    0402_R                             7612.834      999.643       270      "Chip resistor"                                                                                                                      
R44        "200O ±1%"                  TopLayer    0402_R                             7214.209      1072.894      180      "Chip resistor"                                                                                                                      
R34        "300O ±1%"                  TopLayer    0603_R                             2765.748      1614.173      270      "Chip resistor"                                                                                                                      
R28        "200O ±1%"                  TopLayer    0402_R                             416.422       2944.901      180      "Chip resistor"                                                                                                                      
R26        "10KO ±1%"                  TopLayer    0402_R                             6211.457      544.039       90       "Chip resistor"                                                                                                                      
R24        "220O ±1%"                  TopLayer    0402_R                             6270.754      544.039       270      "Chip resistor"                                                                                                                      
R12        "1KO ±1%"                   TopLayer    0402_R                             896.124       2876.633      180      "Chip resistor"                                                                                                                      
R11        "1KO ±1%"                   TopLayer    0402_R                             896.124       2805.703      180      "Chip resistor"                                                                                                                      
D20        "0603 LED Green"            TopLayer    0603_LED_S1_-_GREEN                5388.780      1407.480      0        "20mA -40?~+85? 515nm~530nm Emerald 120° 60mW 0603 Light Emitting Diodes (LED) ROHS"                                                 
D18        "0603 LED Green"            TopLayer    0603_LED_S1_-_GREEN                7454.251      1519.257      0        "20mA -40?~+85? 515nm~530nm Emerald 120° 60mW 0603 Light Emitting Diodes (LED) ROHS"                                                 
D16        SM712                       TopLayer    SOT95P230X117-3N                   7746.063      684.055       90       "Bidirectional 12V (Max), 7V (Max) 7.5V / 13.3V 10V / 20V 12A(8/20us) SOT-23-3 TVS RoHS"                                             
D4         "0603 Yellow"               TopLayer    0603_LED_S1_-_YELLOW               1018.698      2876.042      0        "-40?~+85? 585.5nm~591.5nm Yellow 120° 60mW 0603 Light Emitting Diodes (LED) ROHS"                                                   
D3         "0603 Yellow"               TopLayer    0603_LED_S1_-_YELLOW               1018.701      2805.408      0        "-40?~+85? 585.5nm~591.5nm Yellow 120° 60mW 0603 Light Emitting Diodes (LED) ROHS"                                                   
C9         1uF                         TopLayer    0603_C                             7648.412      846.395       0        "Chip capacitors"                                                                                                                    
C5         1uF                         TopLayer    0603_C                             341.759       3454.657      0        "Chip capacitors"                                                                                                                    
C4         100nF                       TopLayer    0603_C                             7204.724      964.567       90       "50V 100nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
P26        "Header 2"                  TopLayer    HDR1X2                             2180.118      261.614       90       "Straight Square Pins 2 2.54mm Black Brass 1x2P Plugin,P=2.54mm Pin Headers ROHS"                                                    
P25        "Header 2"                  TopLayer    HDR1X2                             1673.228      264.961       90       "Straight Square Pins 2 2.54mm Black Brass 1x2P Plugin,P=2.54mm Pin Headers ROHS"                                                    
D42        ZMM3V3-M                    TopLayer    LL-34                              890.748       767.716       180      "Single 3.1V~3.5V 500mW 3.3V LL-34 Zener Diodes ROHS"                                                                                
D41        ZMM5V6-M                    TopLayer    LL-34                              305.118       693.898       180      "Single 500mW 5.2V~6V 5.6V LL-34 Zener Diodes ROHS"                                                                                  
R102       "0O ±1%"                    TopLayer    0603_R                             1825.787      1432.086      270      "Chip resistor"                                                                                                                      
D40        ZMM5V6-M                    TopLayer    LL-34                              7711.614      526.575       180      "Single 500mW 5.2V~6V 5.6V LL-34 Zener Diodes ROHS"                                                                                  
R101       "0O ±1%"                    TopLayer    0603_R                             768.504       2632.874      0        "Chip resistor"                                                                                                                      
Y3         X322525MSB4SI               TopLayer    YSX321SL                           1568.127      2154.138      0        "25MHz SMD Crystal Resonator 20pF ±10ppm ±30ppm -40?~+85? SMD3225-4P Crystals ROHS"                                                  
R161       "2.2KO ±1%"                 TopLayer    0402_R                             5880.905      1181.102      0        "Chip resistor"                                                                                                                      
R160       "2.2KO ±1%"                 TopLayer    0402_R                             5880.906      1254.921      0        "Chip resistor"                                                                                                                      
R158       "10KO ±1%"                  TopLayer    0603_R                             1146.653      2303.150      270      "Chip resistor"                                                                                                                      
R157       "10KO ±1%"                  TopLayer    0603_R                             1146.653      2431.102      270      "Chip resistor"                                                                                                                      
R156       "4.7KO ±1%"                 TopLayer    0402_R                             915.354       1345.473      270      "Chip resistor"                                                                                                                      
R155       "4.7KO ±1%"                 TopLayer    0402_R                             812.008       1345.472      270      "Chip resistor"                                                                                                                      
R154       "10KO ±1%"                  TopLayer    0402_R                             2037.401      428.150       90       "Chip resistor"                                                                                                                      
R153       "10KO ±1%"                  TopLayer    0402_R                             2771.457      762.795       180      "Chip resistor"                                                                                                                      
R152       "4.7KO ±1%"                 TopLayer    0402_R                             2096.457      277.559       90       "Chip resistor"                                                                                                                      
R151       "4.7KO ±1%"                 TopLayer    0402_R                             1761.811      278.543       90       "Chip resistor"                                                                                                                      
R150       "330O ±1%"                  TopLayer    0402_R                             1296.260      2283.465      180      "Chip resistor"                                                                                                                      
R149       "0O ±1%"                    TopLayer    0402_R                             1458.702      2186.790      270      "Chip resistor"                                                                                                                      
R148       "330O ±1%"                  TopLayer    0402_R                             1297.156      2337.598      180      "Chip resistor"                                                                                                                      
R147       "1MO ±1%"                   TopLayer    0402_R                             1569.882      2249.016      0        "Chip resistor"                                                                                                                      
R145       "49.9O ±1%"                 TopLayer    0402_R                             1684.917      2882.177      0        "Chip resistor"                                                                                                                      
R144       "49.9O ±1%"                 TopLayer    0402_R                             1771.630      2882.177      180      "Chip resistor"                                                                                                                      
R125       "20KO ±1%"                  TopLayer    0603_R                             5625.000      2199.016      270      "Chip resistor"                                                                                                                      
R7         "10KO ±1%"                  TopLayer    0402_R                             450.787       349.409       180      "Chip resistor"                                                                                                                      
Q8         MMBT5551                    TopLayer    SOT-23(SOT-23-3)                   7135.827      1845.472      270      "50nA 160V 300mW 200@10mA,5V 600mA 100MHz 200mV@50mA,5mA NPN +150?@(Tj) SOT-23-3 Bipolar Transistors - BJT ROHS"                     
Q7         2N7002-7-F                  TopLayer    SOT-23(SOT-23-3)                   1023.622      2303.150      0        "60V 115mA 7.5O@5V,50mA 370mW N Channel SOT-23 MOSFETs ROHS"                                                                         
Q6         2N7002-7-F                  TopLayer    SOT-23(SOT-23-3)                   1023.622      2431.102      0        "60V 115mA 7.5O@5V,50mA 370mW N Channel SOT-23 MOSFETs ROHS"                                                                         
Q5         2N7002-7-F                  TopLayer    SOT-23(SOT-23-3)                   1941.929      418.307       90       "60V 115mA 7.5O@5V,50mA 370mW N Channel SOT-23 MOSFETs ROHS"                                                                         
Q4         2N7002-7-F                  TopLayer    SOT-23(SOT-23-3)                   1811.024      418.307       90       "60V 115mA 7.5O@5V,50mA 370mW N Channel SOT-23 MOSFETs ROHS"                                                                         
D39        "0603 Yellow"               TopLayer    0603_LED_S1_-_YELLOW               1018.673      2734.773      0        "-40?~+85? 585.5nm~591.5nm Yellow 120° 60mW 0603 Light Emitting Diodes (LED) ROHS"                                                   
D38        "0603 Red"                  TopLayer    0603_LED_S1                        6943.110      846.457       0        "-40?~+85? Red 0603 Light Emitting Diodes (LED) ROHS"                                                                                
D37        "0603 LED Green"            TopLayer    0603_LED_S1_-_GREEN                6943.898      920.275       0        "20mA -40?~+85? 515nm~530nm Emerald 120° 60mW 0603 Light Emitting Diodes (LED) ROHS"                                                 
D34        "0603 LED Blue"             TopLayer    0603_LED_S1_-_BLUE                 1018.676      2664.139      0        "5mA -40?~+85? Blue 120° 0603 Light Emitting Diodes (LED) ROHS"                                                                      
D33        "0603 LED Blue"             TopLayer    0603_LED_S1_-_BLUE                 1018.675      2593.504      0        "5mA -40?~+85? Blue 120° 0603 Light Emitting Diodes (LED) ROHS"                                                                      
D32        "0805 LED Red"              TopLayer    0805_LED_S1_-_RED                  8174.213      2529.528      0        "Red 0805 Light Emitting Diodes (LED) ROHS"                                                                                          
C135       100nF                       TopLayer    0402_C                             7576.932      1095.092      270      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C134       100nF                       TopLayer    0402_C                             7314.630      1074.369      0        "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C133       100nF                       TopLayer    0402_C                             1414.708      2269.527      90       "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C132       4.7uF                       TopLayer    0603_C                             1783.071      1958.685      270      "16V 4.7uF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C131       22uF                        TopLayer    0805_C                             1694.488      1968.528      270      "25V 22uF X5R ±20% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C130       100nF                       TopLayer    0402_C                             1640.062      2809.100      270      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C129       100nF                       TopLayer    0402_C                             1479.989      2809.100      270      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C128       100nF                       TopLayer    0402_C                             1354.714      2809.100      270      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C127       100nF                       TopLayer    0402_C                             1653.543      2987.205      180      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C126       100nF                       TopLayer    0402_C                             1297.157      2558.153      0        "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C125       100nF                       TopLayer    0402_C                             1297.157      2447.876      0        "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C124       4.7uF                       TopLayer    0603_C                             1894.685      2268.110      0        "16V 4.7uF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C123       22uF                        TopLayer    0805_C                             1889.764      2184.449      0        "25V 22uF X5R ±20% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C121       10pF                        TopLayer    0402_C                             1681.413      2158.952      90       "Chip capacitors"                                                                                                                    
C120       10pF                        TopLayer    0402_C                             1458.702      2096.314      90       "Chip capacitors"                                                                                                                    
C119       100nF                       TopLayer    0603_C                             2469.552      2007.510      270      "Chip capacitors"                                                                                                                    
C118       10nF                        TopLayer    0402_C                             1297.157      2392.737      0        "Chip capacitors"                                                                                                                    
C117       4.7uF                       TopLayer    0402_C                             1297.157      2503.014      0        "Chip capacitor"                                                                                                                     
C111       6.8nF                       TopLayer    0402_C                             7519.685      3494.095      180      "Chip capacitors"                                                                                                                    
C107_N0    100nF                       TopLayer    0402_C                             3327.974      1845.473      0        "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C102       100nF                       TopLayer    0402_C                             627.559       1678.149      180      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C101       1.0uF                       TopLayer    0402_C                             627.559       1735.433      180      "Chip capacitor"                                                                                                                     
C100       4.7uF                       TopLayer    0603_C                             649.606       1801.181      180      "16V 4.7uF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
D28        "0603 Red"                  TopLayer    0603_LED_S1                        2057.087      196.850       0        "-40?~+85? Red 0603 Light Emitting Diodes (LED) ROHS"                                                                                
C82        1.0uF                       TopLayer    0402_C                             1920.051      2335.005      180      "Chip capacitor"                                                                                                                     
U4         EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        6007.431      621.378       270      "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U14        ADUM1200ARZ-RL7             TopLayer    SOIC-8_150mil                      561.024       3356.299      90       "Dual Channel Isolator"                                                                                                              
U12        CBMuD1201LAS8               TopLayer    SOIC-8_150mil                      7426.181      930.118       270      "Dual Channel Isolator"                                                                                                              
U11        W5500                       TopLayer    LQFP-48_7x7x05P                    1594.488      2524.606      180      "Ethernet Controllers 2.97V ~ 3.63V 10/100 Base-T/TX PHY SPI LQFP-48_7x7x05P Ethernet ICs ROHS"                                      
U9         AM26LS31CDRG4               TopLayer    SOIC-16_150mil                     2810.039      2778.000      270      "4/0 Driver - RS422, RS485 16-SOIC"                                                                                                  
U6         EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        6199.510      763.216       270      "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
R97        "200O ±1%"                  TopLayer    0402_R                             319.094       3366.142      180      "Chip resistor"                                                                                                                      
R96        "200O ±1%"                  TopLayer    0402_R                             828.987       3303.412      270      "Chip resistor"                                                                                                                      
R32        "220O ±1%"                  TopLayer    0402_R                             6074.180      931.058       270      "Chip resistor"                                                                                                                      
R6         "10KO ±1%"                  TopLayer    0402_R                             1920.051      2446.361      180      "Chip resistor"                                                                                                                      
R5         "10KO ±1%"                  TopLayer    0402_R                             1920.051      2502.038      180      "Chip resistor"                                                                                                                      
R2         "0O ±1%"                    TopLayer    0603_R                             1412.401      561.024       180      "Chip resistor"                                                                                                                      
R1         "10KO ±1%"                  TopLayer    0402_R                             1920.051      2557.716      180      "Chip resistor"                                                                                                                      
D2         "0603 White"                TopLayer    0603_LED_S1_-_white                1810.236      196.850       0        "White LED"                                                                                                                          
D1         ZMM3V3-M                    TopLayer    LL-34                              7315.090      1198.478      90       "Single 3.1V~3.5V 500mW 3.3V LL-34 Zener Diodes ROHS"                                                                                
C68        100nF                       TopLayer    0603_C                             756.691       3322.818      90       "50V 100nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C67        100nF                       TopLayer    0603_C                             319.882       3292.323      0        "50V 100nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
R146       "10O ±1%"                   TopLayer    0402_R                             1651.943      2940.370      180      "Chip resistor"                                                                                                                      
R143       "10KO ±1%"                  TopLayer    0603_R                             1417.351      2829.979      270      "Chip resistor"                                                                                                                      
R142       "33O ±1%"                   TopLayer    0402_R                             1532.289      2807.496      270      "Chip resistor"                                                                                                                      
R141       "33O ±1%"                   TopLayer    0402_R                             1586.423      2807.496      270      "Chip resistor"                                                                                                                      
R140       "33O ±1%"                   TopLayer    0402_R                             1696.234      2807.496      270      "Chip resistor"                                                                                                                      
R139       "33O ±1%"                   TopLayer    0402_R                             1754.897      2808.433      270      "Chip resistor"                                                                                                                      
R137       "49.9O ±1%"                 TopLayer    0402_R                             1598.204      2882.177      180      "Chip resistor"                                                                                                                      
R136       "49.9O ±1%"                 TopLayer    0402_R                             1511.492      2882.177      0        "Chip resistor"                                                                                                                      
R135       "10KO ±1%"                  TopLayer    0402_R                             1920.051      2390.683      180      "Chip resistor"                                                                                                                      
C55        22uF                        TopLayer    0805_C                             639.764       1535.433      270      "25V 22uF X5R ±20% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
P24        MX15EDGR-3.81-GN01-07P-Cu-A TopLayer    691322310007                       173.228       3213.580      270      "300V 8A 7 Bend -40?~+105? 1 3.81mm 1x7P Green Board Edge/Receptacle-Close Push-Pull,P=3.81mm Pluggable System Terminal Block ROHS"  
J17        DB2EVC-3.81-2P-GN           TopLayer    CONN-TH_5P-P3.81_DB2EVC-3.81-2p    4609.842      319.882       0        "3.81mm Green Board Edge/Receptacle-Close Push-Pull,P=3.81mm Pluggable System Terminal Block ROHS"                                   
J18        B3B-XH-A(LF)(SN)            TopLayer    JST_B3B-XH-A(LF)(SN)               634.842       2806.102      180      "Connector Header Through Hole 3 position 0.098" (2.50mm)"                                                                           
SD3        TF-022                      TopLayer    MOLX-503398-1892_V                 305.118       1614.173      90       "-40?~+85? 1.28mm Gold plating Deck MicroSD card (TF card) Self bomb SMD SD Card Connectors ROHS"                                    
L6         "220R @ 100Mhz 2A"          TopLayer    0805_R                             1919.291      2061.417      90       "150mO ±25% 220O@100MHz 0805 Ferrite Beads ROHS"                                                                                     
FID1       Fiducial                    TopLayer    Fiducial10-20                      2888.780      3410.433      90       "FIDUCIAL NO ASSEMBLY"                                                                                                               
U35        ZD24C128A-SSGMB             TopLayer    SOIC-SN8_L                         1176.181      501.969       0        "IC EEPROM 128KBIT I2C 8SOIC"                                                                                                        
R131       "0O ±1%"                    TopLayer    0603_R                             2483.758      968.165       90       "Chip resistor"                                                                                                                      
C98        1uF                         TopLayer    0603_C                             1304.134      669.291       270      "Chip capacitors"                                                                                                                    
C97        10nF                        TopLayer    0402_C                             2500.000      1176.260      90       "Chip capacitors"                                                                                                                    
L13        DLW21HN900SQ2L              TopLayer    DLW21HN121HQ2B                     541.339       610.236       45       "90O@100MHz -40?~+85? 350mO 50V 2 330mA 125V SMD-4P Common Mode Filters ROHS"                                                        
P4         DB2EVC-3.81-2P-GN           TopLayer    CONN-TH_5P-P3.81_DB2EVC-3.81-2p    5244.847      3538.386      180      "3.81mm Green Board Edge/Receptacle-Close Push-Pull,P=3.81mm Pluggable System Terminal Block ROHS"                                   
P3         DB2EVC-3.81-2P-GN           TopLayer    CONN-TH_5P-P3.81_DB2EVC-3.81-2p    6312.132      3538.386      180      "3.81mm Green Board Edge/Receptacle-Close Push-Pull,P=3.81mm Pluggable System Terminal Block ROHS"                                   
P2         DB2EVC-3.81-2P-GN           TopLayer    CONN-TH_5P-P3.81_DB2EVC-3.81-2p    5956.370      3538.386      180      "3.81mm Green Board Edge/Receptacle-Close Push-Pull,P=3.81mm Pluggable System Terminal Block ROHS"                                   
C37        100nF                       TopLayer    0402_C                             2608.268      777.559       180      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C36        100nF                       TopLayer    0402_C                             1683.071      506.890       180      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
P1         DB2EVC-3.81-2P-GN           TopLayer    CONN-TH_5P-P3.81_DB2EVC-3.81-2p    5600.609      3538.386      180      "3.81mm Green Board Edge/Receptacle-Close Push-Pull,P=3.81mm Pluggable System Terminal Block ROHS"                                   
Y1         TAXM25M4RDBCCT2T            TopLayer    YSX321SL                           2613.189      964.567       180      "25MHz 10pF ±10ppm SMD3225-4P Crystals ROHS"                                                                                         
VR1        AMS1117-3.3                 TopLayer    SOT-223                            2293.307      1751.968      0        "Vout=3.3V 1A 72dB@(120Hz) (LDO)"                                                                                                    
U34_N3     EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        4743.308      1633.858      90       "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U34_N2     EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        4183.858      1633.858      90       "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U34_N1     EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        3636.811      1633.858      90       "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U34_N0     EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        3450.591      1633.858      90       "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U33_MIS    EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        4556.300      1633.858      270      "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U33_COO    EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        4370.867      1633.858      270      "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U33_AO3    EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        4000.197      1633.858      270      "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U33_AO1    EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        3267.717      1633.977      270      "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U33_AO0    EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        3080.709      1634.720      270      "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U32        EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        6338.583      1259.764      180      "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U31        EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        6339.370      1450.370      0        "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U30        EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        6339.370      1633.821      0        "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U29        EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        6339.370      1817.271      0        "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U28        WS2812B-B/W                 TopLayer    ADA-RGB-1655_V                     728.346       2440.945      270      "Intelligent Control LED Integrated Light Source, 3.5 to 5.3 V, -25 to 80 degC, 4-Pin SMD, RoHS, Tape and Reel"                      
U22        EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        1181.102      1166.339      0        "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U21        EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        1181.102      983.119       0        "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U19        CAN/PCA82C250T/YM           TopLayer    SOIC-8_150mil                      659.449       1122.047      90       CAN                                                                                                                                  
U18        CBMuD1201LAS8               TopLayer    SOIC-8_150mil                      659.449       866.142       0        "Dual Channel Isolator"                                                                                                              
U17        STM32F412VGT6               TopLayer    QFP50P1600X1600X160-100N           2062.992      924.851       180      "LQFP-100(14x14) Microcontroller Units (MCUs/MPUs/SOCs) ROHS"                                                                        
U2_TLO     EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        7731.299      1579.724      180      "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U2_PRB     EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        551.181       2156.299      0        "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
